event_id,repo,file_name,real_defect,exception_type,exception_idx,http_status,app_code_changed,validator_changed,schema_changed,fixture_changed,config_changed,locator_healed,historical_flake_rate,commit_count,unique_developers,lines_added,lines_deleted,code_churn,file_age_days,commit_frequency
elasticsearch-ev00002,elasticsearch,core/src/test/resources/org/elasticsearch/index/query/multiMatch-query-simple.json,0,ValueError,4,200,0,0,0,0,0,0,0.39203864538223626,1.0,1.0,0.0,6.0,6.0,0.0,0.0
elasticsearch-ev00002,elasticsearch,server/src/main/java/org/elasticsearch/action/admin/cluster/health/ClusterHealthResponse.java,1,ValueError,4,200,0,0,0,0,0,0,0.39203864538223626,25.0,11.0,409.0,354.0,763.0,2553.05,0.0098
elasticsearch-ev00003,elasticsearch,plugin/{ => core}/src/test/java/org/elasticsearch/xpack/ssl/SSLConfigurationTests.java,0,TimeoutError,1,0,0,0,0,0,0,0,0.23995645601446844,1.0,1.0,0.0,0.0,0.0,0.0,0.0
elasticsearch-ev00003,elasticsearch,client/rest-high-level/src/main/java/org/elasticsearch/client/transform/transforms/TransformCheckpointingInfo.java,1,TimeoutError,1,0,0,0,0,0,0,0,0.23995645601446844,8.0,6.0,71.0,195.0,266.0,924.86,0.0086
elasticsearch-ev00003,elasticsearch,server/src/main/java/org/elasticsearch/threadpool/ScalingExecutorBuilder.java,1,TimeoutError,1,0,0,0,0,0,0,0,0.23995645601446844,10.0,8.0,160.0,50.0,210.0,1801.62,0.0056
elasticsearch-ev00003,elasticsearch,{src => core/src}/main/java/org/elasticsearch/index/query/FuzzyQueryBuilder.java,0,TimeoutError,1,0,0,0,0,0,0,0,0.23995645601446844,1.0,1.0,0.0,0.0,0.0,0.0,0.0
elasticsearch-ev00003,elasticsearch,src/main/java/org/elasticsearch/index/analysis/RussianStemTokenFilterFactory.java,1,TimeoutError,1,0,0,0,0,0,0,0,0.23995645601446844,3.0,3.0,16.0,14.0,30.0,762.88,0.0039
elasticsearch-ev00003,elasticsearch,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/{SpatialCentroidGeoPointSourceValuesAggregatorFunction.java => SpatialCentroidPointSourceValuesAggregatorFunction.java},0,TimeoutError,1,0,0,0,0,0,0,0,0.23995645601446844,1.0,1.0,11.0,11.0,22.0,0.0,0.0
elasticsearch-ev00004,elasticsearch,docs/java-rest/high-level/execution-no-req.asciidoc,1,ValueError,4,500,0,0,0,1,1,0,0.32450305903172416,3.0,3.0,57.0,57.0,114.0,1101.1,0.0027
elasticsearch-ev00004,elasticsearch,x-pack/plugin/esql-datasource-iceberg/src/test/java/org/elasticsearch/xpack/esql/datasource/iceberg/IcebergTableMetadataTests.java,0,ValueError,4,500,0,0,0,1,1,0,0.32450305903172416,3.0,2.0,592.0,296.0,888.0,4.09,0.7335
elasticsearch-ev00004,elasticsearch,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/searchablesnapshots/SearchableSnapshotsConstants.java,1,ValueError,4,500,0,0,0,1,1,0,0.32450305903172416,5.0,4.0,18.0,55.0,73.0,104.32,0.0479
elasticsearch-ev00004,elasticsearch,docs/reference/esql/functions/types/least.asciidoc,1,ValueError,4,500,0,0,0,1,1,0,0.32450305903172416,10.0,6.0,68.0,68.0,136.0,552.16,0.0181
elasticsearch-ev00004,elasticsearch,src/test/java/org/elasticsearch/tribe/TribeTests.java,1,ValueError,4,500,0,0,0,1,1,0,0.32450305903172416,29.0,10.0,549.0,123.0,672.0,496.92,0.0584
elasticsearch-ev00004,elasticsearch,server/src/test/java/org/elasticsearch/cluster/routing/allocation/BalanceUnbalancedClusterTests.java,0,ValueError,4,500,0,0,0,1,1,0,0.32450305903172416,15.0,7.0,46.0,54.0,100.0,1884.62,0.008
elasticsearch-ev00004,elasticsearch,x-pack/plugin/security/qa/multi-cluster/src/javaRestTest/java/org/elasticsearch/xpack/remotecluster/RemoteClusterSecurityRCS2PainlessExecuteIT.java,0,ValueError,4,500,0,0,0,1,1,0,0.32450305903172416,3.0,2.0,321.0,9.0,330.0,717.45,0.0042
elasticsearch-ev00005,elasticsearch,x-pack/plugin/core/src/main/java/org/elasticsearch/license/RestGetLicenseAction.java,1,RuntimeError,7,400,1,0,0,0,0,0,0.08392847785268295,30.0,15.0,129.0,100.0,229.0,2592.91,0.0116
elasticsearch-ev00005,elasticsearch,{core => server}/src/main/java/org/elasticsearch/action/admin/cluster/repositories/verify/VerifyRepositoryAction.java,0,RuntimeError,7,400,1,0,0,0,0,0,0.08392847785268295,1.0,1.0,0.0,0.0,0.0,0.0,0.0
elasticsearch-ev00005,elasticsearch,plugins/ingest/src/main/java/org/elasticsearch/ingest/processor/{uppercase => }/UppercaseProcessor.java,0,RuntimeError,7,400,1,0,0,0,0,0,0.08392847785268295,1.0,1.0,1.0,3.0,4.0,0.0,0.0
elasticsearch-ev00005,elasticsearch,rest-api-spec/src/main/resources/rest-api-spec/test/suggest/30_context.yaml,1,RuntimeError,7,400,1,0,0,0,0,0,0.08392847785268295,3.0,2.0,363.0,84.0,447.0,410.87,0.0073
elasticsearch-ev00005,elasticsearch,core/src/main/java/org/elasticsearch/action/admin/cluster/state/ClusterStateResponse.java,1,RuntimeError,7,400,1,0,0,0,0,0,0.08392847785268295,5.0,5.0,43.0,8.0,51.0,343.31,0.0146
elasticsearch-ev00005,elasticsearch,tests.policy => shield/tests.policy,0,RuntimeError,7,400,1,0,0,0,0,0,0.08392847785268295,1.0,1.0,0.0,0.0,0.0,0.0,0.0
elasticsearch-ev00006,elasticsearch,docs/changelog/123150.yaml,0,Other,8,500,1,0,0,1,1,0,0.23590647134391665,2.0,2.0,5.0,5.0,10.0,138.37,0.0145
elasticsearch-ev00006,elasticsearch,plugins/ingest-useragent/src/test/java/org/elasticsearch/ingest/useragent/UserAgentProcessorFactoryTests.java,1,Other,8,500,1,0,0,1,1,0,0.23590647134391665,3.0,2.0,190.0,16.0,206.0,0.31,9.6774
elasticsearch-ev00006,elasticsearch,docs/changelog/107862.yaml,1,Other,8,500,1,0,0,1,1,0,0.23590647134391665,2.0,2.0,6.0,6.0,12.0,97.98,0.0204
elasticsearch-ev00007,elasticsearch,rest-api-spec/src/{main => yamlRestTest}/resources/rest-api-spec/test/update/TODO.txt,0,TimeoutError,1,400,1,0,0,1,1,0,0.2513226518182671,1.0,1.0,0.0,0.0,0.0,0.0,0.0
elasticsearch-ev00007,elasticsearch,core/src/test/java/org/elasticsearch/search/aggregations/bucket/SignificantTermsBackwardCompatibilityIT.java,1,TimeoutError,1,400,1,0,0,1,1,0,0.2513226518182671,5.0,4.0,9.0,128.0,137.0,486.27,0.0103
elasticsearch-ev00007,elasticsearch,x-pack/plugin/esql/qa/testFixtures/src/main/java/org/elasticsearch/xpack/esql/CsvTestsDataLoader.java,1,TimeoutError,1,400,1,0,0,1,1,0,0.2513226518182671,119.0,37.0,2657.0,1624.0,4281.0,1143.86,0.104
elasticsearch-ev00007,elasticsearch,{modules/elasticsearch/src => src}/main/java/org/elasticsearch/common/inject/internal/NullOutputException.java,0,TimeoutError,1,400,1,0,0,1,1,0,0.2513226518182671,1.0,1.0,0.0,0.0,0.0,0.0,0.0
elasticsearch-ev00007,elasticsearch,client/rest-high-level/src/test/java/org/elasticsearch/client/BulkProcessorRetryIT.java,1,TimeoutError,1,400,1,0,0,1,1,0,0.2513226518182671,16.0,11.0,282.0,282.0,564.0,1365.46,0.0117
elasticsearch-ev00008,elasticsearch,modules/data-streams/src/main/java/org/elasticsearch/datastreams/lifecycle/rest/RestExplainDataStreamLifecycleAction.java,1,RuntimeError,7,404,1,1,0,0,0,0,0.3157121310833765,7.0,4.0,22.0,14.0,36.0,255.09,0.0274
elasticsearch-ev00008,elasticsearch,x-pack/plugin/gpu/licenses/{elastic-cuvs-java-NOTICE.txt => cuvs-java-NOTICE.txt},0,RuntimeError,7,404,1,1,0,0,0,0,0.3157121310833765,1.0,1.0,0.0,0.0,0.0,0.0,0.0
elasticsearch-ev00008,elasticsearch,x-pack/plugin/src/test/resources/rest-api-spec/api/license.post_start_basic.json,1,RuntimeError,7,404,1,1,0,0,0,0,0.3157121310833765,7.0,4.0,27.0,17.0,44.0,611.96,0.0114
elasticsearch-ev00008,elasticsearch,docs/changelog/141094.yaml,0,RuntimeError,7,404,1,1,0,0,0,0,0.3157121310833765,1.0,1.0,6.0,0.0,6.0,0.0,0.0
elasticsearch-ev00009,elasticsearch,modules/reindex/src/main/java/org/elasticsearch/index/reindex/ReindexRequest.java,1,ConnectionError,2,500,1,0,1,0,1,0,0.19355891436480785,9.0,3.0,82.0,42.0,124.0,333.05,0.027
elasticsearch-ev00009,elasticsearch,test/framework/src/main/java/org/elasticsearch/test/hamcrest/RegexMatcher.java,0,ConnectionError,2,500,1,0,1,0,1,0,0.19355891436480785,1.0,1.0,5.0,16.0,21.0,0.0,0.0
elasticsearch-ev00009,elasticsearch,x-pack/plugin/core/src/test/java/org/elasticsearch/xpack/core/ml/inference/trainedmodel/ClassificationConfigTests.java,1,ConnectionError,2,500,1,0,1,0,1,0,0.19355891436480785,13.0,7.0,111.0,46.0,157.0,1779.93,0.0073
elasticsearch-ev00009,elasticsearch,plugin/src/main/java/org/elasticsearch/xpack/persistent/PersistentActionCoordinator.java,0,ConnectionError,2,500,1,0,1,0,1,0,0.19355891436480785,2.0,1.0,25.0,12.0,37.0,16.74,0.1195
elasticsearch-ev00009,elasticsearch,docs/reference/query-languages/esql/_snippets/functions/description/greatest.md,1,ConnectionError,2,500,1,0,1,0,1,0,0.19355891436480785,5.0,3.0,16.0,5.0,21.0,357.77,0.014
elasticsearch-ev00010,elasticsearch,x-pack/plugin/transform/src/main/java/org/elasticsearch/xpack/transform/DefaultTransformExtension.java,0,Other,8,404,1,0,1,0,0,0,0.36404793690940984,2.0,2.0,44.0,0.0,44.0,111.18,0.018
elasticsearch-ev00010,elasticsearch,docs/painless/painless-api-reference/painless-api-reference-score/index.asciidoc,1,Other,8,404,1,0,1,0,0,0,0.36404793690940984,10.0,5.0,67.0,67.0,134.0,2137.03,0.0047
elasticsearch-ev00010,elasticsearch,server/src/test/java/org/elasticsearch/search/builder/PointInTimeBuilderTests.java,1,Other,8,404,1,0,1,0,0,0,0.36404793690940984,7.0,5.0,52.0,9.0,61.0,1151.92,0.0061
elasticsearch-ev00010,elasticsearch,plugins/discovery-azure-classic/src/internalClusterTest/java/org/elasticsearch/cloud/azure/classic/AbstractAzureComputeServiceTestCase.java,1,Other,8,404,1,0,1,0,0,0,0.36404793690940984,7.0,4.0,26.0,33.0,59.0,1318.95,0.0053
elasticsearch-ev00010,elasticsearch,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/security/authc/{apikey => }/CustomAuthenticator.java,0,Other,8,404,1,0,1,0,0,0,0.36404793690940984,1.0,1.0,1.0,4.0,5.0,0.0,0.0
elasticsearch-ev00010,elasticsearch,plugins/discovery-gce/qa/gce/src/{test => yamlRestTest}/resources/rest-api-spec/test/discovery_gce/10_basic.yml,0,Other,8,404,1,0,1,0,0,0,0.36404793690940984,1.0,1.0,0.0,0.0,0.0,0.0,0.0
elasticsearch-ev00010,elasticsearch,x-pack/plugin/inference/src/main/java/org/elasticsearch/xpack/inference/services/ServiceComponents.java,1,Other,8,404,1,0,1,0,0,0,0.36404793690940984,2.0,1.0,19.0,1.0,20.0,27.91,0.0717
elasticsearch-ev00011,elasticsearch,x-pack/plugin/core/src/test/java/org/elasticsearch/xpack/core/textstructure/structurefinder/TextStructureTests.java,1,ValueError,4,404,1,1,0,0,1,0,0.03895586764518417,5.0,4.0,13.0,7.0,20.0,722.45,0.0069
elasticsearch-ev00011,elasticsearch,docs/en/ml/populations.asciidoc,1,ValueError,4,404,1,1,0,0,1,0,0.03895586764518417,3.0,2.0,95.0,7.0,102.0,180.14,0.0167
elasticsearch-ev00011,elasticsearch,core/src/main/java/org/elasticsearch/bootstrap/BootstrapCLIParser.java,1,ValueError,4,404,1,1,0,0,1,0,0.03895586764518417,14.0,6.0,256.0,166.0,422.0,222.94,0.0628
elasticsearch-ev00011,elasticsearch,x-pack/plugin/ml/qa/native-multi-node-tests/src/test/java/org/elasticsearch/xpack/ml/integration/ExplainDataFrameAnalyticsIT.java,1,ValueError,4,404,1,1,0,0,1,0,0.03895586764518417,12.0,5.0,195.0,11.0,206.0,263.09,0.0456
elasticsearch-ev00011,elasticsearch,{core => server}/src/main/java/org/elasticsearch/search/aggregations/bucket/significant/heuristics/NXYSignificanceHeuristic.java,0,ValueError,4,404,1,1,0,0,1,0,0.03895586764518417,1.0,1.0,0.0,0.0,0.0,0.0,0.0
elasticsearch-ev00011,elasticsearch,{plugin => x-pack/plugin}/core/src/main/java/org/elasticsearch/xpack/core/watcher/transport/actions/service/WatcherServiceRequest.java,0,ValueError,4,404,1,1,0,0,1,0,0.03895586764518417,1.0,1.0,0.0,0.0,0.0,0.0,0.0
elasticsearch-ev00011,elasticsearch,elasticsearch/x-pack/src/main/java/org/elasticsearch/xpack/notification/pagerduty/IncidentEventContext.java,0,ValueError,4,404,1,1,0,0,1,0,0.03895586764518417,3.0,2.0,4.0,7.0,11.0,125.06,0.024
elasticsearch-ev00012,elasticsearch,{plugin => x-pack/plugin}/sql/src/main/java/org/elasticsearch/xpack/sql/parser/CommandBuilder.java,0,KeyError,5,0,1,1,0,0,0,0,0.07883430428615666,1.0,1.0,0.0,0.0,0.0,0.0,0.0
elasticsearch-ev00012,elasticsearch,modules/elasticsearch/src/main/java/org/elasticsearch/util/gcommon/collect/UnmodifiableIterator.java,0,KeyError,5,0,1,1,0,0,0,0,0.07883430428615666,1.0,1.0,38.0,0.0,38.0,0.0,0.0
elasticsearch-ev00012,elasticsearch,x-pack/plugin/transform/src/main/java/org/elasticsearch/xpack/transform/rest/action/RestStartTransformAction.java,1,KeyError,5,0,1,1,0,0,0,0,0.07883430428615666,9.0,7.0,48.0,15.0,63.0,1746.1,0.0052
elasticsearch-ev00012,elasticsearch,server/src/test/java/org/elasticsearch/rest/action/admin/indices/RestResizeHandlerTests.java,1,KeyError,5,0,1,1,0,0,0,0,0.07883430428615666,5.0,2.0,97.0,97.0,194.0,282.75,0.0177
elasticsearch-ev00012,elasticsearch,server/src/main/java/org/elasticsearch/index/query/WildcardQueryBuilder.java,1,KeyError,5,0,1,1,0,0,0,0,0.07883430428615666,33.0,18.0,259.0,175.0,434.0,2963.77,0.0111
elasticsearch-ev00012,elasticsearch,test/external-modules/error-query/build.gradle,1,KeyError,5,0,1,1,0,0,0,0,0.07883430428615666,15.0,5.0,66.0,31.0,97.0,1421.2,0.0106
elasticsearch-ev00012,elasticsearch,elasticsearch/{ => x-pack}/watcher/src/test/java/org/elasticsearch/watcher/condition/script/ScriptConditionSearchTests.java,0,KeyError,5,0,1,1,0,0,0,0,0.07883430428615666,1.0,1.0,0.0,0.0,0.0,0.0,0.0
elasticsearch-ev00012,elasticsearch,plugin/{ => watcher}/src/test/java/org/elasticsearch/xpack/watcher/actions/email/EmailAttachmentTests.java,0,KeyError,5,0,1,1,0,0,0,0,0.07883430428615666,1.0,1.0,2.0,2.0,4.0,0.0,0.0
elasticsearch-ev00013,elasticsearch,x-pack/plugin/eql/src/main/java/org/elasticsearch/xpack/eql/parser/EqlBaseVisitor.java,1,TimeoutError,1,200,1,0,0,0,0,0,0.1133005032463249,10.0,5.0,680.0,333.0,1013.0,1098.81,0.0091
elasticsearch-ev00013,elasticsearch,rest-api-spec/test/delete_watch/10_basic.yaml,1,TimeoutError,1,200,1,0,0,0,0,0,0.1133005032463249,7.0,2.0,57.0,13.0,70.0,31.03,0.2256
elasticsearch-ev00013,elasticsearch,src/main/java/org/elasticsearch/shield/transport/{SecuredTransportService.java => SecuredServerTransportService.java},0,TimeoutError,1,200,1,0,0,0,0,0,0.1133005032463249,1.0,1.0,66.0,23.0,89.0,0.0,0.0
elasticsearch-ev00013,elasticsearch,core/src/test/java/org/elasticsearch/snapshots/{BlobStoreFormatTests.java => BlobStoreFormatIT.java},0,TimeoutError,1,200,1,0,0,0,0,0,0.1133005032463249,1.0,1.0,1.0,1.0,2.0,0.0,0.0
elasticsearch-ev00013,elasticsearch,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/optimizer/rules/SubstituteSurrogates.java,1,TimeoutError,1,200,1,0,0,0,0,0,0.1133005032463249,8.0,5.0,171.0,35.0,206.0,56.03,0.1428
elasticsearch-ev00013,elasticsearch,modules/elasticsearch/src/main/java/org/elasticsearch/util/{guice => }/inject/ConstructionProxy.java,0,TimeoutError,1,200,1,0,0,0,0,0,0.1133005032463249,1.0,1.0,2.0,2.0,4.0,0.0,0.0
elasticsearch-ev00013,elasticsearch,server/src/main/java/org/elasticsearch/common/lucene/search/AutomatonQueries.java,1,TimeoutError,1,200,1,0,0,0,0,0,0.1133005032463249,9.0,6.0,239.0,102.0,341.0,1493.81,0.006
elasticsearch-ev00013,elasticsearch,{elasticsearch => plugin}/src/main/java/org/elasticsearch/xpack/ml/job/process/autodetect/BlackHoleAutodetectProcess.java,0,TimeoutError,1,200,1,0,0,0,0,0,0.1133005032463249,1.0,1.0,0.0,0.0,0.0,0.0,0.0
elasticsearch-ev00014,elasticsearch,elasticsearch/{watcher => }/src/main/java/org/elasticsearch/xpack/watcher/actions/hipchat/HipChatAction.java,0,RuntimeError,7,200,0,0,0,0,1,0,0.10389902670826061,1.0,1.0,0.0,0.0,0.0,0.0,0.0
elasticsearch-ev00014,elasticsearch,x-pack/plugin/core/src/test/java/org/elasticsearch/xpack/core/ml/action/GetModelSnapshotsActionRequestTests.java,1,RuntimeError,7,200,0,0,0,0,1,0,0.10389902670826061,8.0,6.0,22.0,20.0,42.0,1566.66,0.0051
elasticsearch-ev00014,elasticsearch,server/src/main/java/org/elasticsearch/search/suggest/completion/context/CategoryQueryContext.java,1,RuntimeError,7,200,0,0,0,0,1,0,0.10389902670826061,9.0,6.0,40.0,47.0,87.0,2352.2,0.0038
elasticsearch-ev00014,elasticsearch,server/src/main/java/org/elasticsearch/rest/action/admin/cluster/RestCloneSnapshotAction.java,1,RuntimeError,7,200,0,0,0,0,1,0,0.10389902670826061,9.0,5.0,96.0,35.0,131.0,1444.37,0.0062
elasticsearch-ev00014,elasticsearch,src/test/java/org/elasticsearch/{test/integration => }/search/facet/ExtendedFacetsTestsMultiShardMultiNodeTests.java,0,RuntimeError,7,200,0,0,0,0,1,0,0.10389902670826061,1.0,1.0,1.0,1.0,2.0,0.0,0.0
elasticsearch-ev00015,elasticsearch,plugin/watcher/src/main/java/org/elasticsearch/xpack/watcher/notification/pagerduty/PagerDutyService.java,1,Other,8,500,0,0,0,1,0,0,0.2598030745104313,2.0,1.0,30.0,6.0,36.0,60.79,0.0329
elasticsearch-ev00015,elasticsearch,server/src/main/java/org/elasticsearch/search/sort/MinAndMax.java,1,Other,8,500,0,0,0,1,0,0,0.2598030745104313,11.0,6.0,135.0,53.0,188.0,1757.95,0.0063
elasticsearch-ev00015,elasticsearch,x-pack/plugin/ent-search/qa/rest/src/yamlRestTest/resources/rest-api-spec/test/entsearch/52_search_application_render_query.yml,0,Other,8,500,0,0,0,1,0,0,0.2598030745104313,3.0,2.0,264.0,0.0,264.0,186.93,0.016
elasticsearch-ev00016,elasticsearch,plugins/discovery-ec2/src/internalClusterTest/java/org/elasticsearch/discovery/ec2/DiscoveryEc2NetworkAddressesTestCase.java,1,RuntimeError,7,0,0,0,0,1,0,0,0.12136538910505712,2.0,2.0,49.0,4.0,53.0,455.82,0.0044
elasticsearch-ev00016,elasticsearch,{src => core/src}/test/java/org/elasticsearch/index/query/filtered-query4.json,0,RuntimeError,7,0,0,0,0,1,0,0,0.12136538910505712,1.0,1.0,0.0,0.0,0.0,0.0,0.0
elasticsearch-ev00016,elasticsearch,core/src/main/java/org/elasticsearch/search/aggregations/bucket/global/InternalGlobal.java,1,RuntimeError,7,0,0,0,0,1,0,0,0.12136538910505712,3.0,2.0,13.0,24.0,37.0,193.1,0.0155
elasticsearch-ev00016,elasticsearch,plugin/{ => ml}/src/test/java/org/elasticsearch/xpack/ml/job/config/DefaultDetectorDescriptionTests.java,0,RuntimeError,7,0,0,0,0,1,0,0,0.12136538910505712,1.0,1.0,0.0,0.0,0.0,0.0,0.0
elasticsearch-ev00016,elasticsearch,docs/reference/painless-api-reference/String.asciidoc,0,RuntimeError,7,0,0,0,0,1,0,0,0.12136538910505712,2.0,2.0,46.0,46.0,92.0,96.25,0.0208
elasticsearch-ev00016,elasticsearch,x-pack/plugin/core/src/test/java/org/elasticsearch/xpack/core/ilm/UpdateRolloverLifecycleDateStepTests.java,1,RuntimeError,7,0,0,0,0,1,0,0,0.12136538910505712,20.0,11.0,207.0,157.0,364.0,1891.6,0.0106
elasticsearch-ev00016,elasticsearch,x-pack/test/idp-fixture/idp/shibboleth-idp/conf/c14n/subject-c14n-events-flow.xml,1,RuntimeError,7,0,0,0,0,1,0,0,0.12136538910505712,1.0,1.0,22.0,0.0,22.0,0.0,0.0
elasticsearch-ev00017,elasticsearch,plugins/analysis-phonetic/licenses/lucene-analysis-phonetic-9.0.0-snapshot-94c6e261274.jar.sha1,0,ValueError,4,200,1,0,0,1,0,0,0.4415205650638711,2.0,2.0,1.0,1.0,2.0,6.85,0.292
elasticsearch-ev00017,elasticsearch,{plugin => x-pack/plugin}/core/src/main/java/org/elasticsearch/xpack/core/monitoring/action/MonitoringIndex.java,0,ValueError,4,200,1,0,0,1,0,0,0.4415205650638711,1.0,1.0,0.0,0.0,0.0,0.0,0.0
elasticsearch-ev00017,elasticsearch,x-pack/plugin/esql/src/main/{java => }/generated/org/elasticsearch/xpack/esql/expression/function/scalar/convert/ToCartesianShapeFromStringEvaluator.java,1,ValueError,4,200,1,0,0,1,0,0,0.4415205650638711,1.0,1.0,0.0,0.0,0.0,0.0,0.0
elasticsearch-ev00017,elasticsearch,{src => core/src}/test/java/org/elasticsearch/index/query/geo_distance4.json,0,ValueError,4,200,1,0,0,1,0,0,0.4415205650638711,1.0,1.0,0.0,0.0,0.0,0.0,0.0
elasticsearch-ev00017,elasticsearch,libs/native/src/main/java/org/elasticsearch/nativeaccess/lib/JavaLibrary.java,1,ValueError,4,200,1,0,0,1,0,0,0.4415205650638711,4.0,4.0,31.0,5.0,36.0,673.16,0.0059
elasticsearch-ev00017,elasticsearch,core/src/main/java/org/elasticsearch/gateway/AsyncShardFetch.java,1,ValueError,4,200,1,0,0,1,0,0,0.4415205650638711,17.0,11.0,127.0,90.0,217.0,691.44,0.0246
elasticsearch-ev00018,elasticsearch,src/test/java/org/elasticsearch/{test/unit => }/index/query/filtered-query.json,0,KeyError,5,200,0,0,0,0,0,0,0.5407955692320056,1.0,1.0,0.0,0.0,0.0,0.0,0.0
elasticsearch-ev00018,elasticsearch,client/rest-high-level/src/test/java/org/elasticsearch/client/ml/PostCalendarEventRequestTests.java,1,KeyError,5,200,0,0,0,0,0,0,0.5407955692320056,5.0,4.0,60.0,60.0,120.0,1170.38,0.0043
elasticsearch-ev00018,elasticsearch,elasticsearch/src/test/java/org/elasticsearch/xpack/watcher/actions/hipchat/HipChatActionTests.java,0,KeyError,5,200,0,0,0,0,0,0,0.5407955692320056,2.0,2.0,4.0,4.0,8.0,5.82,0.3436
elasticsearch-ev00018,elasticsearch,src/main/java/org/elasticsearch/common/inject/internal/ComputationException.java,1,KeyError,5,200,0,0,0,0,0,0,0.5407955692320056,1.0,1.0,1.0,1.0,2.0,0.0,0.0
elasticsearch-ev00018,elasticsearch,client/rest-high-level/src/main/java/org/elasticsearch/client/ml/UpgradeJobModelSnapshotResponse.java,1,KeyError,5,200,0,0,0,0,0,0,0.5407955692320056,6.0,5.0,117.0,117.0,234.0,459.82,0.013
elasticsearch-ev00018,elasticsearch,docs/changelog/137706.yaml,0,KeyError,5,200,0,0,0,0,0,0,0.5407955692320056,2.0,2.0,5.0,5.0,10.0,85.2,0.0235
elasticsearch-ev00019,elasticsearch,plugins/cloud-aws/src/test/java/org/elasticsearch/discovery/ec2/{Ec2DiscoveryUpdateSettingsITest.java => Ec2DiscoveryUpdateSettingsTests.java},1,ValueError,4,400,1,0,0,1,1,0,0.2904732557427749,1.0,1.0,1.0,1.0,2.0,0.0,0.0
elasticsearch-ev00019,elasticsearch,marvel/src/test/java/org/elasticsearch/marvel/agent/renderer/indices/IndexRecoveryIT.java,1,ValueError,4,400,1,0,0,1,1,0,0.2904732557427749,5.0,3.0,71.0,8.0,79.0,36.61,0.1366
elasticsearch-ev00019,elasticsearch,core/src/main/java/org/elasticsearch/index/query/TypeQueryBuilder.java,0,ValueError,4,400,1,0,0,1,1,0,0.2904732557427749,18.0,8.0,162.0,64.0,226.0,738.22,0.0244
