event_id,repo,file_name,real_defect,exception_type,exception_idx,http_status,app_code_changed,validator_changed,schema_changed,fixture_changed,config_changed,locator_healed,historical_flake_rate,commit_count,unique_developers,lines_added,lines_deleted,code_churn,file_age_days,commit_frequency,score_pre_only,score_fail_only,score_fused_rule,score_fused_ml
d4j-Cli-9,defects4j:Cli,src/java/org/apache/commons/cli/CommandLineParser.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,13,6,226,127,353,1844,0.0493,0.0040245801108914495,1.0,0.08402458011089145,0.00015970163762532417
d4j-Cli-10,defects4j:Cli,src/java/org/apache/commons/cli/Parser.java,1,AssertionError,0,0,1,0,0,0,0,0,0.0,28,8,755,324,1079,8750,0.0224,0.9855615183557296,1.0,1.0,0.9998895274283874
d4j-Cli-10,defects4j:Cli,src/java/org/apache/commons/cli/OptionGroup.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,14,7,323,157,480,1987,0.0493,0.002947643611070447,1.0,0.08294764361107045,0.00015970163762532417
d4j-Cli-10,defects4j:Cli,src/java/org/apache/commons/cli/CommandLineParser.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,13,6,226,127,353,1844,0.0493,0.0040245801108914495,1.0,0.08402458011089145,0.00015970163762532417
d4j-Cli-10,defects4j:Cli,src/java/org/apache/commons/cli/OptionValidator.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,11,6,255,154,409,1812,0.0425,0.004220505395874463,1.0,0.08422050539587446,0.00015970163762532417
d4j-Cli-10,defects4j:Cli,src/java/org/apache/commons/cli/MissingOptionException.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,8,6,125,87,212,1812,0.0309,0.006460638044673085,1.0,0.08646063804467309,0.00015970163762532417
d4j-Cli-10,defects4j:Cli,src/java/org/apache/commons/cli/CommandLine.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,24,6,670,349,1019,1987,0.0845,0.002947643611070447,1.0,0.08294764361107045,0.00015970163762532417
d4j-Cli-10,defects4j:Cli,src/java/org/apache/commons/cli/BasicParser.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,8,5,132,85,217,1737,0.0322,0.006460638044673085,1.0,0.08646063804467309,0.00015970163762532417
d4j-Cli-10,defects4j:Cli,src/java/org/apache/commons/cli/UnrecognizedOptionException.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,8,7,124,85,209,1812,0.0309,0.006460638044673085,1.0,0.08646063804467309,0.00015970163762532417
d4j-Cli-11,defects4j:Cli,src/java/org/apache/commons/cli/HelpFormatter.java,1,AssertionError,0,0,1,0,0,0,0,0,0.0,27,10,1757,766,2523,8825,0.0214,0.9842348192204501,1.0,1.0,0.9998928941524731
d4j-Cli-11,defects4j:Cli,src/java/org/apache/commons/cli/TypeHandler.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,14,7,425,167,592,1812,0.0541,0.002947643611070447,1.0,0.08294764361107045,0.00015970163762532417
d4j-Cli-11,defects4j:Cli,src/java/org/apache/commons/cli/Parser.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,27,7,754,322,1076,2104,0.0898,0.002947643611070447,1.0,0.08294764361107045,0.00015970163762532417
d4j-Cli-12,defects4j:Cli,src/java/org/apache/commons/cli/GnuParser.java,1,AssertionError,0,0,1,0,0,0,0,0,0.0,22,8,802,691,1493,8819,0.0175,0.9823461105007596,1.0,1.0,0.9997103255299863
d4j-Cli-12,defects4j:Cli,src/java/org/apache/commons/cli/Util.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,12,6,188,118,306,1821,0.0461,0.007033789017733657,1.0,0.08703378901773366,0.00015970163762532417
d4j-Cli-12,defects4j:Cli,src/java/org/apache/commons/cli/TypeHandler.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,14,7,425,167,592,1812,0.0541,0.002947643611070447,1.0,0.08294764361107045,0.00015970163762532417
d4j-Cli-12,defects4j:Cli,src/java/org/apache/commons/cli/AlreadySelectedException.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,10,7,133,94,227,2180,0.0321,0.006701695364996767,1.0,0.08670169536499676,0.00015970163762532417
d4j-Cli-13,defects4j:Cli,src/java/org/apache/commons/cli2/WriteableCommandLine.java,1,AssertionError,0,0,1,0,0,0,0,0,0.0,8,3,176,91,267,8143,0.0069,0.08010532493414498,1.0,0.16010532493414498,5.860333959593367e-05
d4j-Cli-13,defects4j:Cli,src/java/org/apache/commons/cli2/commandline/WriteableCommandLineImpl.java,1,AssertionError,0,0,1,0,0,0,0,0,0.0,10,4,553,323,876,8143,0.0086,0.3353227768913929,1.0,0.4153227768913929,0.009577196521241853
d4j-Cli-13,defects4j:Cli,src/java/org/apache/commons/cli2/option/ArgumentImpl.java,1,AssertionError,0,0,1,0,0,0,0,0,0.0,19,5,908,533,1441,8143,0.0163,0.7522180360839781,1.0,0.832218036083978,0.9224636577864787
d4j-Cli-13,defects4j:Cli,src/java/org/apache/commons/cli2/Argument.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,6,2,225,118,343,1429,0.0294,0.0049286861193211335,1.0,0.08492868611932114,0.00017349616713158134
d4j-Cli-13,defects4j:Cli,src/java/org/apache/commons/cli2/option/PropertyOption.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,7,3,385,218,603,1429,0.0343,0.003301252312278369,1.0,0.08330125231227838,0.00017349616713158134
d4j-Cli-13,defects4j:Cli,src/java/org/apache/commons/cli2/option/HelpLineImpl.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,5,2,237,127,364,1429,0.0245,0.0049286861193211335,1.0,0.08492868611932114,0.00019253153769722316
d4j-Cli-14,defects4j:Cli,src/java/org/apache/commons/cli2/option/GroupImpl.java,1,AssertionError,0,0,1,0,0,0,0,0,0.0,16,5,1202,688,1890,8143,0.0138,0.6791928911719715,1.0,0.7591928911719714,0.4617944331936169
d4j-Cli-14,defects4j:Cli,src/java/org/apache/commons/cli2/option/Switch.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,11,3,562,314,876,1429,0.0539,0.0030913040170314843,1.0,0.08309130401703149,0.00017349616713158134
d4j-Cli-14,defects4j:Cli,src/java/org/apache/commons/cli2/option/OptionImpl.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,9,3,389,230,619,1429,0.0441,0.0030913040170314843,1.0,0.08309130401703149,0.00017349616713158134
d4j-Cli-14,defects4j:Cli,src/java/org/apache/commons/cli2/option/HelpLineImpl.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,5,2,237,127,364,1429,0.0245,0.0049286861193211335,1.0,0.08492868611932114,0.00019253153769722316
d4j-Cli-14,defects4j:Cli,src/java/org/apache/commons/cli2/option/ParentImpl.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,9,3,607,350,957,1429,0.0441,0.0030913040170314843,1.0,0.08309130401703149,0.00017349616713158134
d4j-Cli-14,defects4j:Cli,src/java/org/apache/commons/cli2/option/SourceDestArgument.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,7,3,337,199,536,1429,0.0343,0.003301252312278369,1.0,0.08330125231227838,0.00017349616713158134
d4j-Cli-14,defects4j:Cli,src/java/org/apache/commons/cli2/option/DefaultOption.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,9,3,526,305,831,1429,0.0441,0.0030913040170314843,1.0,0.08309130401703149,0.00017349616713158134
d4j-Cli-14,defects4j:Cli,src/java/org/apache/commons/cli2/option/PropertyOption.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,8,4,386,219,605,1551,0.0361,0.0034045021301915192,1.0,0.08340450213019152,0.00017349616713158134
d4j-Cli-15,defects4j:Cli,src/java/org/apache/commons/cli2/commandline/WriteableCommandLineImpl.java,1,AssertionError,0,0,1,0,0,0,0,0,0.0,12,5,613,348,961,8143,0.0103,0.40952226912225187,1.0,0.4895222691222519,0.015661214419192285
d4j-Cli-15,defects4j:Cli,src/java/org/apache/commons/cli2/commandline/Parser.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,13,3,404,228,632,1429,0.0637,0.002947643611070447,1.0,0.08294764361107045,0.00017349616713158134
d4j-Cli-15,defects4j:Cli,src/java/org/apache/commons/cli2/commandline/PreferencesCommandLine.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,7,4,474,295,769,1551,0.0316,0.003301252312278369,1.0,0.08330125231227838,0.00017349616713158134
d4j-Cli-15,defects4j:Cli,src/java/org/apache/commons/cli2/commandline/PropertiesCommandLine.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,7,4,427,263,690,1551,0.0316,0.003301252312278369,1.0,0.08330125231227838,0.00017349616713158134
d4j-Cli-15,defects4j:Cli,src/java/org/apache/commons/cli2/commandline/CommandLineImpl.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,6,4,264,144,408,1551,0.0271,0.004377079679118029,1.0,0.08437707967911803,0.00017349616713158134
d4j-Cli-15,defects4j:Cli,src/java/org/apache/commons/cli2/commandline/DefaultingCommandLine.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,7,4,373,192,565,1551,0.0316,0.003301252312278369,1.0,0.08330125231227838,0.00017349616713158134
d4j-Cli-16,defects4j:Cli,src/java/org/apache/commons/cli2/Option.java,1,AssertionError,0,0,1,0,0,0,0,0,0.0,12,6,459,243,702,8143,0.0103,0.40952226912225187,1.0,0.4895222691222519,0.015661214419192285
d4j-Cli-16,defects4j:Cli,src/java/org/apache/commons/cli2/commandline/WriteableCommandLineImpl.java,1,AssertionError,0,0,1,0,0,0,0,0,0.0,13,5,615,339,954,8143,0.0112,0.40952226912225187,1.0,0.4895222691222519,0.015661214419192285
d4j-Cli-16,defects4j:Cli,src/java/org/apache/commons/cli2/option/GroupImpl.java,1,AssertionError,0,0,1,0,0,0,0,0,0.0,17,5,1200,686,1886,8143,0.0146,0.7730388088639479,1.0,0.8530388088639479,0.9259524896655619
d4j-Cli-16,defects4j:Cli,src/java/org/apache/commons/cli2/option/OptionImpl.java,1,AssertionError,0,0,1,0,0,0,0,0,0.0,11,5,401,238,639,8143,0.0095,0.3353227768913929,1.0,0.4153227768913929,0.004609605590166244
d4j-Cli-16,defects4j:Cli,src/java/org/apache/commons/cli2/option/ParentImpl.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,9,3,607,350,957,1429,0.0441,0.0030913040170314843,1.0,0.08309130401703149,0.00017349616713158134
d4j-Cli-16,defects4j:Cli,src/java/org/apache/commons/cli2/commandline/PropertiesCommandLine.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,7,4,427,263,690,1551,0.0316,0.003301252312278369,1.0,0.08330125231227838,0.00017349616713158134
d4j-Cli-16,defects4j:Cli,src/java/org/apache/commons/cli2/Group.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,5,2,139,74,213,1429,0.0245,0.008701167251082857,1.0,0.08870116725108286,0.00019253153769722316
d4j-Cli-17,defects4j:Cli,src/java/org/apache/commons/cli/PosixParser.java,1,AssertionError,0,0,1,0,0,0,0,0,0.0,22,8,942,631,1573,8819,0.0175,0.9855615183557296,1.0,1.0,0.9997103255299863
d4j-Cli-17,defects4j:Cli,src/java/org/apache/commons/cli/TypeHandler.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,15,8,448,203,651,2236,0.047,0.002947643611070447,1.0,0.08294764361107045,0.00015970163762532417
d4j-Cli-17,defects4j:Cli,src/java/org/apache/commons/cli/BasicParser.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,8,5,132,85,217,1737,0.0322,0.006460638044673085,1.0,0.08646063804467309,0.00015970163762532417
d4j-Cli-17,defects4j:Cli,src/java/org/apache/commons/cli/Util.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,12,6,188,118,306,1821,0.0461,0.007033789017733657,1.0,0.08703378901773366,0.00015970163762532417
d4j-Cli-17,defects4j:Cli,src/java/org/apache/commons/cli/Parser.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,32,7,767,348,1115,2161,0.1037,0.002947643611070447,1.0,0.08294764361107045,0.00015970163762532417
d4j-Cli-18,defects4j:Cli,src/java/org/apache/commons/cli/PosixParser.java,1,AssertionError,0,0,1,0,0,0,0,0,0.0,23,8,957,657,1614,8819,0.0183,0.9823461105007596,1.0,1.0,0.9999494869698837
d4j-Cli-18,defects4j:Cli,src/java/org/apache/commons/cli/MissingArgumentException.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,10,7,162,96,258,2233,0.0313,0.006701695364996767,1.0,0.08670169536499676,0.00015970163762532417
d4j-Cli-18,defects4j:Cli,src/java/org/apache/commons/cli/UnrecognizedOptionException.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,10,8,161,95,256,2236,0.0313,0.006701695364996767,1.0,0.08670169536499676,0.00015970163762532417
d4j-Cli-18,defects4j:Cli,src/java/org/apache/commons/cli/Option.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,37,8,1344,662,2006,2233,0.116,0.002421841094184181,1.0,0.08242184109418418,0.00016724223038136298
d4j-Cli-19,defects4j:Cli,src/java/org/apache/commons/cli/PosixParser.java,1,AssertionError,0,0,1,0,0,0,0,0,0.0,24,8,956,659,1615,8819,0.019,0.9823461105007596,1.0,1.0,0.999832492197711
d4j-Cli-19,defects4j:Cli,src/java/org/apache/commons/cli/UnrecognizedOptionException.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,10,8,161,95,256,2236,0.0313,0.006701695364996767,1.0,0.08670169536499676,0.00015970163762532417
d4j-Cli-19,defects4j:Cli,src/java/org/apache/commons/cli/TypeHandler.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,15,8,448,203,651,2236,0.047,0.002947643611070447,1.0,0.08294764361107045,0.00015970163762532417
d4j-Cli-19,defects4j:Cli,src/java/org/apache/commons/cli/Options.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,27,8,1055,787,1842,2180,0.0867,0.002947643611070447,1.0,0.08294764361107045,0.00015970163762532417
d4j-Cli-19,defects4j:Cli,src/java/org/apache/commons/cli/Option.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,37,8,1344,662,2006,2233,0.116,0.002421841094184181,1.0,0.08242184109418418,0.00016724223038136298
d4j-Cli-20,defects4j:Cli,src/java/org/apache/commons/cli/PosixParser.java,1,AssertionError,0,0,1,0,0,0,0,0,0.0,25,8,968,671,1639,8819,0.0198,0.9823461105007596,1.0,1.0,0.9999129659943202
d4j-Cli-20,defects4j:Cli,src/java/org/apache/commons/cli/MissingOptionException.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,10,7,188,96,284,2233,0.0313,0.006701695364996767,1.0,0.08670169536499676,0.00015970163762532417
d4j-Cli-20,defects4j:Cli,src/java/org/apache/commons/cli/OptionGroup.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,15,8,338,172,510,2236,0.047,0.002947643611070447,1.0,0.08294764361107045,0.00015970163762532417
d4j-Cli-20,defects4j:Cli,src/java/org/apache/commons/cli/BasicParser.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,8,5,132,85,217,1737,0.0322,0.006460638044673085,1.0,0.08646063804467309,0.00015970163762532417
d4j-Cli-20,defects4j:Cli,src/java/org/apache/commons/cli/HelpFormatter.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,26,9,1756,765,2521,2180,0.0835,0.002947643611070447,1.0,0.08294764361107045,0.00016724223038136298
d4j-Cli-20,defects4j:Cli,src/java/org/apache/commons/cli/OptionBuilder.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,20,5,632,259,891,1763,0.0794,0.002947643611070447,1.0,0.08294764361107045,0.00015970163762532417
d4j-Cli-20,defects4j:Cli,src/java/org/apache/commons/cli/Util.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,12,6,188,118,306,1821,0.0461,0.007033789017733657,1.0,0.08703378901773366,0.00015970163762532417
d4j-Cli-20,defects4j:Cli,src/java/org/apache/commons/cli/PatternOptionBuilder.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,18,8,425,222,647,2236,0.0564,0.002947643611070447,1.0,0.08294764361107045,0.00015970163762532417
d4j-Cli-21,defects4j:Cli,src/java/org/apache/commons/cli2/WriteableCommandLine.java,1,AssertionError,0,0,1,0,0,0,0,0,0.0,10,4,202,92,294,8143,0.0086,0.3472691883746644,1.0,0.42726918837466443,0.016287210498916224
d4j-Cli-21,defects4j:Cli,src/java/org/apache/commons/cli2/commandline/WriteableCommandLineImpl.java,1,AssertionError,0,0,1,0,0,0,0,0,0.0,14,5,666,368,1034,8143,0.012,0.49257410674930474,1.0,0.5725741067493048,0.4239233995803857
d4j-Cli-21,defects4j:Cli,src/java/org/apache/commons/cli2/option/GroupImpl.java,1,AssertionError,0,0,1,0,0,0,0,0,0.0,20,5,1240,700,1940,8143,0.0172,0.8663358197044069,1.0,0.9463358197044068,0.9785194312501099
d4j-Cli-22,defects4j:Cli,src/java/org/apache/commons/cli/PosixParser.java,1,AssertionError,0,0,1,0,0,0,0,0,0.0,28,8,1030,758,1788,8819,0.0222,0.9804490456064245,1.0,1.0,0.9998895274283874
d4j-Cli-22,defects4j:Cli,src/java/org/apache/commons/cli/OptionValidator.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,14,7,273,172,445,2240,0.0437,0.002947643611070447,1.0,0.08294764361107045,0.00015970163762532417
d4j-Cli-22,defects4j:Cli,src/java/org/apache/commons/cli/BasicParser.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,9,6,139,92,231,2165,0.0291,0.006701695364996767,1.0,0.08670169536499676,0.00015970163762532417
d4j-Cli-22,defects4j:Cli,src/java/org/apache/commons/cli/TypeHandler.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,17,8,473,227,700,2287,0.052,0.002947643611070447,1.0,0.08294764361107045,0.00015970163762532417
d4j-Cli-23,defects4j:Cli,src/java/org/apache/commons/cli/HelpFormatter.java,1,AssertionError,0,0,1,0,0,0,0,0,0.0,30,10,1866,892,2758,8825,0.0238,0.9765105098309775,1.0,1.0,0.9998650855951605
d4j-Cli-23,defects4j:Cli,src/java/org/apache/commons/cli/Option.java,0,AssertionError,0,0,1,0,0,0,0,0,0.0,38,8,1419,745,2164,2240,0.1187,0.002421841094184181,1.0,0.08242184109418418,0.00016724223038136298
