event_id,repo,file_name,real_defect,pre_only,fail_only,fused_rule,fused_ml
elasticsearch-ev00007,elasticsearch,client/rest-high-level/src/test/java/org/elasticsearch/client/BulkProcessorRetryIT.java,1,0.93861138231391,1.0,0.8929500564047764,0.9630974109817882
elasticsearch-ev00008,elasticsearch,modules/data-streams/src/main/java/org/elasticsearch/datastreams/lifecycle/rest/RestExplainDataStreamLifecycleAction.java,1,0.7859209892639862,1.0,0.808064923722298,0.8838603601721214
elasticsearch-ev00008,elasticsearch,x-pack/plugin/gpu/licenses/{elastic-cuvs-java-NOTICE.txt => cuvs-java-NOTICE.txt},0,0.06483039523203936,1.0,0.08697432969035114,0.1615584817522297
elasticsearch-ev00008,elasticsearch,x-pack/plugin/src/test/resources/rest-api-spec/api/license.post_start_basic.json,1,0.8182229965996541,1.0,0.8403669310579659,0.8826437823038579
elasticsearch-ev00008,elasticsearch,docs/changelog/141094.yaml,0,0.15689169763107105,1.0,0.17903563208938278,0.25961745617929505
elasticsearch-ev00009,elasticsearch,modules/reindex/src/main/java/org/elasticsearch/index/reindex/ReindexRequest.java,1,0.7937951133536314,1.0,0.8570156561712274,0.9020356319711954
elasticsearch-ev00009,elasticsearch,test/framework/src/main/java/org/elasticsearch/test/hamcrest/RegexMatcher.java,0,0.1576010070891904,1.0,0.22082154990678649,0.23474522381835808
elasticsearch-ev00009,elasticsearch,x-pack/plugin/core/src/test/java/org/elasticsearch/xpack/core/ml/inference/trainedmodel/ClassificationConfigTests.java,1,0.8954579151409525,1.0,0.9586784579585488,0.9327914725078212
elasticsearch-ev00009,elasticsearch,plugin/src/main/java/org/elasticsearch/xpack/persistent/PersistentActionCoordinator.java,0,0.30832046115474154,1.0,0.37154100397233764,0.41012470863267975
elasticsearch-ev00009,elasticsearch,docs/reference/query-languages/esql/_snippets/functions/description/greatest.md,1,0.8589066735178219,1.0,0.9221272163354179,0.8876196123736115
elasticsearch-ev00010,elasticsearch,x-pack/plugin/transform/src/main/java/org/elasticsearch/xpack/transform/DefaultTransformExtension.java,0,0.28842029864002416,1.0,0.2663963301853193,0.42452224167989266
elasticsearch-ev00010,elasticsearch,docs/painless/painless-api-reference/painless-api-reference-score/index.asciidoc,1,0.8615485720635657,1.0,0.8395246036088608,0.9233408081610283
elasticsearch-ev00010,elasticsearch,server/src/test/java/org/elasticsearch/search/builder/PointInTimeBuilderTests.java,1,0.8258534915012713,1.0,0.8038295230465664,0.8891267588465361
elasticsearch-ev00010,elasticsearch,plugins/discovery-azure-classic/src/internalClusterTest/java/org/elasticsearch/cloud/azure/classic/AbstractAzureComputeServiceTestCase.java,1,0.8007776382055811,1.0,0.7787536697508762,0.8905087460458535
elasticsearch-ev00010,elasticsearch,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/security/authc/{apikey => }/CustomAuthenticator.java,0,0.17045265436193277,1.0,0.1484286859072279,0.21388863787443932
elasticsearch-ev00010,elasticsearch,plugins/discovery-gce/qa/gce/src/{test => yamlRestTest}/resources/rest-api-spec/test/discovery_gce/10_basic.yml,0,0.06483039523203936,1.0,0.04280642677733448,0.1600138069754971
elasticsearch-ev00010,elasticsearch,x-pack/plugin/inference/src/main/java/org/elasticsearch/xpack/inference/services/ServiceComponents.java,1,0.39043259942250197,1.0,0.3684086309677971,0.5183488631451992
elasticsearch-ev00011,elasticsearch,x-pack/plugin/core/src/test/java/org/elasticsearch/xpack/core/textstructure/structurefinder/TextStructureTests.java,1,0.7603543391429646,1.0,0.8903543391429646,0.8537049638001555
elasticsearch-ev00011,elasticsearch,docs/en/ml/populations.asciidoc,1,0.5539101295014769,1.0,0.6839101295014769,0.6938045855646382
elasticsearch-ev00011,elasticsearch,core/src/main/java/org/elasticsearch/bootstrap/BootstrapCLIParser.java,1,0.8893853653258794,1.0,1.0,0.9504117760015923
elasticsearch-ev00011,elasticsearch,x-pack/plugin/ml/qa/native-multi-node-tests/src/test/java/org/elasticsearch/xpack/ml/integration/ExplainDataFrameAnalyticsIT.java,1,0.8642579847308145,1.0,0.9942579847308145,0.9094861081850389
elasticsearch-ev00011,elasticsearch,{core => server}/src/main/java/org/elasticsearch/search/aggregations/bucket/significant/heuristics/NXYSignificanceHeuristic.java,0,0.06483039523203936,1.0,0.19483039523203938,0.16517727872251858
elasticsearch-ev00011,elasticsearch,{plugin => x-pack/plugin}/core/src/main/java/org/elasticsearch/xpack/core/watcher/transport/actions/service/WatcherServiceRequest.java,0,0.06483039523203936,1.0,0.19483039523203938,0.16517727872251858
elasticsearch-ev00011,elasticsearch,elasticsearch/x-pack/src/main/java/org/elasticsearch/xpack/notification/pagerduty/IncidentEventContext.java,0,0.5369906728708222,1.0,0.6669906728708223,0.638361367398006
elasticsearch-ev00012,elasticsearch,{plugin => x-pack/plugin}/sql/src/main/java/org/elasticsearch/xpack/sql/parser/CommandBuilder.java,0,0.06483039523203936,1.0,0.19483039523203938,0.15409908686291066
elasticsearch-ev00012,elasticsearch,modules/elasticsearch/src/main/java/org/elasticsearch/util/gcommon/collect/UnmodifiableIterator.java,0,0.15263751341612022,1.0,0.2826375134161202,0.2529186674418204
elasticsearch-ev00012,elasticsearch,x-pack/plugin/transform/src/main/java/org/elasticsearch/xpack/transform/rest/action/RestStartTransformAction.java,1,0.8477749205143723,1.0,0.9777749205143723,0.9005210611028329
elasticsearch-ev00012,elasticsearch,server/src/test/java/org/elasticsearch/rest/action/admin/indices/RestResizeHandlerTests.java,1,0.6657763584149906,1.0,0.7957763584149906,0.8702522304013092
elasticsearch-ev00012,elasticsearch,server/src/main/java/org/elasticsearch/index/query/WildcardQueryBuilder.java,1,0.9613161247936718,1.0,1.0,0.9782065078079765
elasticsearch-ev00012,elasticsearch,test/external-modules/error-query/build.gradle,1,0.8945609005678306,1.0,1.0,0.9316718017688201
elasticsearch-ev00012,elasticsearch,elasticsearch/{ => x-pack}/watcher/src/test/java/org/elasticsearch/watcher/condition/script/ScriptConditionSearchTests.java,0,0.06483039523203936,1.0,0.19483039523203938,0.15409908686291066
elasticsearch-ev00012,elasticsearch,plugin/{ => watcher}/src/test/java/org/elasticsearch/xpack/watcher/actions/email/EmailAttachmentTests.java,0,0.17190989341446233,1.0,0.30190989341446234,0.21581976306480047
elasticsearch-ev00013,elasticsearch,x-pack/plugin/eql/src/main/java/org/elasticsearch/xpack/eql/parser/EqlBaseVisitor.java,1,0.8767414236622385,1.0,0.950091172039076,0.9393731551253154
elasticsearch-ev00013,elasticsearch,rest-api-spec/test/delete_watch/10_basic.yaml,1,0.7478841598548178,1.0,0.8212339082316553,0.8506900450873082
elasticsearch-ev00013,elasticsearch,src/main/java/org/elasticsearch/shield/transport/{SecuredTransportService.java => SecuredServerTransportService.java},0,0.157429012472929,1.0,0.23077876084976656,0.21105908933229625
elasticsearch-ev00013,elasticsearch,core/src/test/java/org/elasticsearch/snapshots/{BlobStoreFormatTests.java => BlobStoreFormatIT.java},0,0.18990032973200868,1.0,0.2632500781088462,0.21581976306480047
elasticsearch-ev00013,elasticsearch,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/optimizer/rules/SubstituteSurrogates.java,1,0.7898492659111539,1.0,0.8631990142879914,0.9015278508886378
elasticsearch-ev00013,elasticsearch,modules/elasticsearch/src/main/java/org/elasticsearch/util/{guice => }/inject/ConstructionProxy.java,0,0.17190989341446233,1.0,0.2452596417912999,0.21581976306480047
elasticsearch-ev00013,elasticsearch,server/src/main/java/org/elasticsearch/common/lucene/search/AutomatonQueries.java,1,0.8570888761836578,1.0,0.9304386245604953,0.9285973022523658
elasticsearch-ev00013,elasticsearch,{elasticsearch => plugin}/src/main/java/org/elasticsearch/xpack/ml/job/process/autodetect/BlackHoleAutodetectProcess.java,0,0.06483039523203936,1.0,0.13818014360887693,0.14329984107169744
elasticsearch-ev00014,elasticsearch,elasticsearch/{watcher => }/src/main/java/org/elasticsearch/xpack/watcher/actions/hipchat/HipChatAction.java,0,0.06483039523203936,1.0,0.06288088187790906,0.15409908686291066
elasticsearch-ev00014,elasticsearch,x-pack/plugin/core/src/test/java/org/elasticsearch/xpack/core/ml/action/GetModelSnapshotsActionRequestTests.java,1,0.8249104311348758,1.0,0.8229609177807455,0.9005210611028329
elasticsearch-ev00014,elasticsearch,server/src/main/java/org/elasticsearch/search/suggest/completion/context/CategoryQueryContext.java,1,0.8521256991994818,1.0,0.8501761858453515,0.9127464411930928
elasticsearch-ev00014,elasticsearch,server/src/main/java/org/elasticsearch/rest/action/admin/cluster/RestCloneSnapshotAction.java,1,0.833534861991367,1.0,0.8315853486372367,0.9085154965999673
elasticsearch-ev00014,elasticsearch,src/test/java/org/elasticsearch/{test/integration => }/search/facet/ExtendedFacetsTestsMultiShardMultiNodeTests.java,0,0.18990032973200868,1.0,0.1879508163778784,0.21581976306480047
elasticsearch-ev00015,elasticsearch,plugin/watcher/src/main/java/org/elasticsearch/xpack/watcher/notification/pagerduty/PagerDutyService.java,1,0.35976604867492185,1.0,0.2298645114197062,0.6129232045498288
elasticsearch-ev00015,elasticsearch,server/src/main/java/org/elasticsearch/search/sort/MinAndMax.java,1,0.8841629834265403,1.0,0.7542614461713246,0.9301789936879828
elasticsearch-ev00015,elasticsearch,x-pack/plugin/ent-search/qa/rest/src/yamlRestTest/resources/rest-api-spec/test/entsearch/52_search_application_render_query.yml,0,0.38642986013281233,1.0,0.2565283228775967,0.5790058997465151
elasticsearch-ev00016,elasticsearch,plugins/discovery-ec2/src/internalClusterTest/java/org/elasticsearch/discovery/ec2/DiscoveryEc2NetworkAddressesTestCase.java,1,0.4069455335332164,1.0,0.3462628389806878,0.5535611357318355
elasticsearch-ev00016,elasticsearch,{src => core/src}/test/java/org/elasticsearch/index/query/filtered-query4.json,0,0.06483039523203936,1.0,0.004147700679510806,0.15147283767252684
elasticsearch-ev00016,elasticsearch,core/src/main/java/org/elasticsearch/search/aggregations/bucket/global/InternalGlobal.java,1,0.5079295789108303,1.0,0.4472468843583018,0.6771296302198466
elasticsearch-ev00016,elasticsearch,plugin/{ => ml}/src/test/java/org/elasticsearch/xpack/ml/job/config/DefaultDetectorDescriptionTests.java,0,0.06483039523203936,1.0,0.004147700679510806,0.15147283767252684
elasticsearch-ev00016,elasticsearch,docs/reference/painless-api-reference/String.asciidoc,0,0.3487651744687073,1.0,0.28808247991617875,0.48720536276996396
elasticsearch-ev00016,elasticsearch,x-pack/plugin/core/src/test/java/org/elasticsearch/xpack/core/ilm/UpdateRolloverLifecycleDateStepTests.java,1,0.9506057517323446,1.0,0.889923057179816,0.9686959507723436
elasticsearch-ev00016,elasticsearch,x-pack/test/idp-fixture/idp/shibboleth-idp/conf/c14n/subject-c14n-events-flow.xml,1,0.15689169763107105,1.0,0.0962090030785425,0.23332464766962413
elasticsearch-ev00017,elasticsearch,plugins/analysis-phonetic/licenses/lucene-analysis-phonetic-9.0.0-snapshot-94c6e261274.jar.sha1,0,0.11950652124366122,1.0,0.0,0.2888881900678014
elasticsearch-ev00017,elasticsearch,{plugin => x-pack/plugin}/core/src/main/java/org/elasticsearch/xpack/core/monitoring/action/MonitoringIndex.java,0,0.06483039523203936,1.0,0.0,0.15537762824178458
elasticsearch-ev00017,elasticsearch,x-pack/plugin/esql/src/main/{java => }/generated/org/elasticsearch/xpack/esql/expression/function/scalar/convert/ToCartesianShapeFromStringEvaluator.java,1,0.06483039523203936,1.0,0.0,0.15537762824178458
elasticsearch-ev00017,elasticsearch,{src => core/src}/test/java/org/elasticsearch/index/query/geo_distance4.json,0,0.06483039523203936,1.0,0.0,0.15537762824178458
elasticsearch-ev00017,elasticsearch,libs/native/src/main/java/org/elasticsearch/nativeaccess/lib/JavaLibrary.java,1,0.6930426502153106,1.0,0.5522823676833751,0.832235842793205
elasticsearch-ev00017,elasticsearch,core/src/main/java/org/elasticsearch/gateway/AsyncShardFetch.java,1,0.9434136627983437,1.0,0.8026533802664082,0.9652403961961807
elasticsearch-ev00018,elasticsearch,src/test/java/org/elasticsearch/{test/unit => }/index/query/filtered-query.json,0,0.06483039523203936,1.0,0.0,0.1565415053263578
elasticsearch-ev00018,elasticsearch,client/rest-high-level/src/test/java/org/elasticsearch/client/ml/PostCalendarEventRequestTests.java,1,0.7666777367540157,1.0,0.546279952138013,0.8848743049052047
elasticsearch-ev00018,elasticsearch,elasticsearch/src/test/java/org/elasticsearch/xpack/watcher/actions/hipchat/HipChatActionTests.java,0,0.4475331901035727,1.0,0.22713540548756989,0.5667029299233978
elasticsearch-ev00018,elasticsearch,src/main/java/org/elasticsearch/common/inject/internal/ComputationException.java,1,0.18990032973200868,1.0,0.0,0.20953888586784108
elasticsearch-ev00018,elasticsearch,client/rest-high-level/src/main/java/org/elasticsearch/client/ml/UpgradeJobModelSnapshotResponse.java,1,0.8058857334277232,1.0,0.5854879488117204,0.9197454074939376
elasticsearch-ev00018,elasticsearch,docs/changelog/137706.yaml,0,0.42289488770758615,1.0,0.20249710309158336,0.5070792261232613
elasticsearch-ev00019,elasticsearch,plugins/cloud-aws/src/test/java/org/elasticsearch/discovery/ec2/{Ec2DiscoveryUpdateSettingsITest.java => Ec2DiscoveryUpdateSettingsTests.java},1,0.18990032973200868,1.0,0.12466370186062124,0.21240576036941783
elasticsearch-ev00019,elasticsearch,marvel/src/test/java/org/elasticsearch/marvel/agent/renderer/indices/IndexRecoveryIT.java,1,0.7020733796922991,1.0,0.6368367518209117,0.8089540612070933
elasticsearch-ev00019,elasticsearch,core/src/main/java/org/elasticsearch/index/query/TypeQueryBuilder.java,0,0.9465776532594066,1.0,0.8813410253880192,0.955234375099479
elasticsearch-ev00019,elasticsearch,x-pack/plugin/core/src/test/resources/org/elasticsearch/xpack/security/transport/ssl/certs/simple/samba4.crt,1,0.5045221932007725,1.0,0.4392855653293851,0.676082634785814
elasticsearch-ev00019,elasticsearch,{core => server}/src/main/java/org/elasticsearch/common/network/Cidrs.java,0,0.06483039523203936,1.0,0.0,0.1721434060928159
elasticsearch-ev00019,elasticsearch,plugins/repository-hdfs/licenses/slf4j-api-NOTICE.txt,0,0.06483039523203936,1.0,0.0,0.1721434060928159
elasticsearch-ev00019,elasticsearch,x-pack/plugin/watcher/src/main/java/org/elasticsearch/xpack/watcher/Watcher.java,1,0.9632561706289241,1.0,0.8980195427575367,0.9800810536123082
elasticsearch-ev00019,elasticsearch,docs/changelog/111516.yaml,0,0.42289488770758615,1.0,0.3576582598361987,0.5113833582414151
elasticsearch-ev00020,elasticsearch,modules/lang-painless/src/test/resources/rest-api-spec/test/painless/25_script_upsert.yml,1,0.6516605477548227,1.0,0.69918126237312,0.7557333536348518
elasticsearch-ev00020,elasticsearch,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/ilm/AsyncBranchingStep.java,1,0.6695300760036651,1.0,0.7170507906219623,0.7996617591306711
elasticsearch-ev00020,elasticsearch,sql/shared-proto/build.gradle,0,0.731500401063342,1.0,0.7790211156816392,0.8539471393524652
elasticsearch-ev00020,elasticsearch,docs/reference/query-languages/esql/_snippets/functions/examples/coalesce.md,1,0.8263432096145392,1.0,0.8738639242328364,0.8855797546298976
elasticsearch-ev00020,elasticsearch,{sql/server => plugin/sql}/src/main/java/org/elasticsearch/xpack/sql/expression/function/aggregate/EnclosedAgg.java,0,0.06483039523203936,1.0,0.11235110985033661,0.1408269986230238
elasticsearch-ev00020,elasticsearch,elasticsearch/{x-pack/watcher/src/test/java/org/elasticsearch/watcher/actions/hipchat/service => qa/messy-test-xpack-with-mustache/src/test/java/org/elasticsearch/messy/tests}/HipChatServiceTests.java,1,0.14463315522827602,1.0,0.19215386984657326,0.2072539283975479
elasticsearch-ev00020,elasticsearch,plugins/discovery-ec2/licenses/httpcore-4.4.13.jar.sha1,0,0.12570160401769054,1.0,0.17322231863598778,0.23494074730376557
elasticsearch-ev00020,elasticsearch,{core => server}/src/main/java/org/elasticsearch/transport/TransportChannelResponseHandler.java,0,0.06483039523203936,1.0,0.11235110985033661,0.1408269986230238
elasticsearch-ev00021,elasticsearch,plugin/src/main/java/org/elasticsearch/xpack/{ => watcher}/notification/pagerduty/IncidentEventContext.java,0,0.17190989341446233,1.0,0.30190989341446234,0.21581976306480047
elasticsearch-ev00021,elasticsearch,core/src/test/java/org/elasticsearch/rest/action/cat/RestIndicesActionTests.java,1,0.832435749181796,1.0,0.962435749181796,0.9005132193690328
elasticsearch-ev00021,elasticsearch,rest-api-spec/src/yamlRestTest/resources/rest-api-spec/test/tsdb/80_index_resize.yml,1,0.93861138231391,1.0,1.0,0.9619823254917814
elasticsearch-ev00021,elasticsearch,core/src/main/java/org/elasticsearch/transport/TcpHeader.java,0,0.38272045679412825,1.0,0.5127204567941283,0.6284231170672446
elasticsearch-ev00021,elasticsearch,x-pack/plugin/esql/src/main/generated/org/elasticsearch/xpack/esql/expression/function/scalar/convert/ToDegreesEvaluator.java,0,0.756142624993436,1.0,0.886142624993436,0.8708697178683917
elasticsearch-ev00021,elasticsearch,src/test/java/org/elasticsearch/index/analysis/PreBuiltAnalyzerTests.java,1,0.8908431188897763,1.0,1.0,0.9288549463821449
elasticsearch-ev00021,elasticsearch,x-pack/plugin/src/yamlRestTest/resources/rest-api-spec/test/esql/190_lookup_join.yml,1,0.9577269263080874,1.0,1.0,0.972448773443195
elasticsearch-ev00021,elasticsearch,{core => server}/src/test/java/org/elasticsearch/client/node/NodeClientIT.java,0,0.06483039523203936,1.0,0.19483039523203938,0.15409908686291066
elasticsearch-ev00022,elasticsearch,server/src/test/java/org/elasticsearch/snapshots/RepositoryFilterUserMetadataIT.java,1,0.6907010472627836,1.0,0.7255522901697962,0.8558282460515967
elasticsearch-ev00022,elasticsearch,elasticsearch/src/main/java/org/elasticsearch/xpack/monitoring/exporter/http/HttpExportBulkResponseListener.java,0,0.41425307471665895,1.0,0.4491043176236716,0.4343877247284273
elasticsearch-ev00022,elasticsearch,server/src/main/java/org/elasticsearch/snapshots/InFlightShardSnapshotStates.java,1,0.9177551693654679,1.0,0.9526064122724804,0.9498590540015404
elasticsearch-ev00023,elasticsearch,modules/reindex/src/main/java/org/elasticsearch/index/reindex/ReindexParallelizationHelper.java => core/src/main/java/org/elasticsearch/action/bulk/byscroll/BulkByScrollParallelizationHelper.java,0,0.17656096334620033,1.0,0.09247370237973725,0.23332464766962413
elasticsearch-ev00023,elasticsearch,x-pack/plugin/ml-package-loader/src/main/plugin-metadata/plugin-security.policy,0,0.701629801141404,1.0,0.617542540174941,0.8410168963484324
elasticsearch-ev00023,elasticsearch,rest-api-spec/src/yamlRestTest/resources/rest-api-spec/test/search.aggregation/90_significant_text.yml,1,0.43004384267091283,1.0,0.3459565817044497,0.6024675379401905
elasticsearch-ev00023,elasticsearch,src/main/java/org/elasticsearch/index/query/functionscore/FunctionScoreQueryParser.java,1,0.9433530100151644,1.0,0.8592657490487013,0.961221057513034
elasticsearch-ev00024,elasticsearch,server/src/internalClusterTest/java/org/elasticsearch/snapshots/{RepositoryIntegrityHealthIndicatorServiceTestIT.java => RepositoryIntegrityHealthIndicatorServiceIT.java},1,0.18990032973200868,1.0,0.11454961223713979,0.21581976306480047
elasticsearch-ev00024,elasticsearch,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/HistogramMergeTDigestAggregatorFunction.java,0,0.549990596207408,1.0,0.4746398787125391,0.6734333839971683
elasticsearch-ev00024,elasticsearch,elasticsearch/{x-pack => }/security/src/main/java/org/elasticsearch/xpack/security/authz/store/FileRolesStore.java,0,0.06483039523203936,1.0,0.0,0.15409908686291066
elasticsearch-ev00024,elasticsearch,docs/changelog/86926.yaml,1,0.4326394209103808,1.0,0.35728870341551194,0.38858361501541694
elasticsearch-ev00024,elasticsearch,docs/reference/query-languages/esql/_snippets/functions/description/log.md,1,0.8263432096145392,1.0,0.7509924921196703,0.8628507552812944
elasticsearch-ev00025,elasticsearch,x-pack/plugin/ent-search/src/test/java/org/elasticsearch/xpack/application/rules/QueryRuleTests.java,1,0.7718357015012759,1.0,0.6857104398302444,0.8900679691957428
elasticsearch-ev00025,elasticsearch,{core => server}/src/main/java/org/elasticsearch/index/query/QueryRewriteContext.java,0,0.06483039523203936,1.0,0.0,0.16306943207470556
elasticsearch-ev00025,elasticsearch,plugin/src/main/java/org/elasticsearch/xpack/security/transport/ServerTransportFilter.java,1,0.7486443630327659,1.0,0.6625191013617344,0.861716014084917
